waypoint1	waypoint2	distance_m	duration_s
Bellary Fort	Shree Kshethra Rajarajeshwari Temple,Polali	433160	33438
Shree Kshethra Rajarajeshwari Temple,Polali	Tipu Sultan's Summer Palace	345740	25276
Shree Kshethra Rajarajeshwari Temple,Polali	BR Hills	331270	27033
Shree Kshethra Rajarajeshwari Temple,Polali	Baba Budan Giri	168854	17377
Shree Kshethra Rajarajeshwari Temple,Polali	Basavakalyan Fort	742845	57217
Shree Kshethra Rajarajeshwari Temple,Polali	Horanadu Annapoorneshwari Temple	115932	10279
Kukke Subramanya Temple	Shree Kshethra Rajarajeshwari Temple,Polali	93493	7673
Shree Kshethra Rajarajeshwari Temple,Polali	Shivagange	299959	22069
Shree Kshethra Rajarajeshwari Temple,Polali	Aihole	486084	36810
Shree Kshethra Rajarajeshwari Temple,Polali	Gulbarga	676531	51048
Balmuri Falls	Shree Kshethra Rajarajeshwari Temple,Polali	239546	19233
Shree Kshethra Rajarajeshwari Temple,Polali	Triveni Sangama	1982127	128356
Shree Kshethra Rajarajeshwari Temple,Polali	Sri Nimishambha Temple	251388	20484
Shree Kshethra Rajarajeshwari Temple,Polali	Bheemeshwari	348756	25521
Shivanasamudra	Shree Kshethra Rajarajeshwari Temple,Polali	320507	25598
Shree Kshethra Rajarajeshwari Temple,Polali	Kumara Parvatha	139912	13344
Bylakuppe Budda Temple	Talakadu	137690	10640
Bylakuppe Budda Temple	Sri Veeranarayana Swamy Temple	117954	9834
Bylakuppe Budda Temple	Sri Gavi Gangadeshwara Temple	220080	16592
Bylakuppe Budda Temple	Kotilingeshwara Temple	332758	23466
Krishna Temple Devasthan, Udupi	Bylakuppe Budda Temple	223675	17996
Halebeedu Hoysaleswara Temple	Bylakuppe Budda Temple	105979	8936
Bidar	Bylakuppe Budda Temple	912239	54712
Bangalore Palace	Bylakuppe Budda Temple	236044	16592
Bylakuppe Budda Temple	Beluru Sri Chennakeshava Temple	112660	9378
Bylakuppe Budda Temple	Chitradurga Fort	256159	20366
Bijapur	Bylakuppe Budda Temple	580015	40966
Badami	Bylakuppe Budda Temple	469901	36873
Mysore Palace	Bylakuppe Budda Temple	88527	7162
Bylakuppe Budda Temple	Somnathpur	123226	9711
Bylakuppe Budda Temple	Pattadakal	500208	37022
Bylakuppe Budda Temple	Hampi	399478	29616
Bylakuppe Budda Temple	Bangalore Fort	216454	16872
Bellary Fort	Bylakuppe Budda Temple	379641	30067
Bylakuppe Budda Temple	Tipu Sultan's Summer Palace	216521	16850
Bylakuppe Budda Temple	BR Hills	176404	14227
Bylakuppe Budda Temple	Baba Budan Giri	167777	15302
Bylakuppe Budda Temple	Basavakalyan Fort	748954	56100
Bylakuppe Budda Temple	Horanadu Annapoorneshwari Temple	178594	16609
Kukke Subramanya Temple	Bylakuppe Budda Temple	85778	9130
Bylakuppe Budda Temple	Shivagange	198905	14239
Bylakuppe Budda Temple	Aihole	503454	36354
Bylakuppe Budda Temple	Gulbarga	682640	49931
Balmuri Falls	Bylakuppe Budda Temple	84680	6427
Bylakuppe Budda Temple	Triveni Sangama	1960441	120339
Bylakuppe Budda Temple	Sri Nimishambha Temple	96522	7677
Bheemeshwari	Bylakuppe Budda Temple	247701	17691
Shivanasamudra	Bylakuppe Budda Temple	165642	12792
Bylakuppe Budda Temple	Kumara Parvatha	55399	5634
Sri Veeranarayana Swamy Temple	Talakadu	209886	15630
Sri Gavi Gangadeshwara Temple	Talakadu	132718	10464
Kotilingeshwara Temple	Talakadu	226897	18654
Krishna Temple Devasthan, Udupi	Talakadu	356753	27997
Halebeedu Hoysaleswara Temple	Talakadu	197911	14732
Bidar	Talakadu	826885	50122
Bangalore Palace	Talakadu	133936	11504
Beluru Sri Chennakeshava Temple	Talakadu	204592	15174
Chitradurga Fort	Talakadu	272649	17199
Bijapur	Talakadu	596590	37628
Badami	Talakadu	521542	34320
Mysore Palace	Talakadu	47233	3847
Somnathpur	Talakadu	24766	2100
Pattadakal	Talakadu	516783	33684
Hampi	Talakadu	416053	26279
Bangalore Fort	Talakadu	129093	10744
Bellary Fort	Talakadu	380043	26370
Tipu Sultan's Summer Palace	Talakadu	129159	10722
BR Hills	Talakadu	52440	5079
Baba Budan Giri	Talakadu	259709	21098
Basavakalyan Fort	Talakadu	765529	52763
Horanadu Annapoorneshwari Temple	Talakadu	300850	24205
Kukke Subramanya Temple	Talakadu	218856	19131
Shivagange	Talakadu	134588	9813
Aihole	Talakadu	520029	33017
Gulbarga	Talakadu	699215	46594
Balmuri Falls	Talakadu	61997	5235
Triveni Sangama	Talakadu	1875087	115748
Sri Nimishambha Temple	Talakadu	54894	4653
Bheemeshwari	Talakadu	139194	12375
Shivanasamudra	Talakadu	29902	2729
Kumara Parvatha	Talakadu	188477	15636
Sri Veeranarayana Swamy Temple	Sri Gavi Gangadeshwara Temple	231605	15119
Sri Veeranarayana Swamy Temple	Kotilingeshwara Temple	320651	21273
Krishna Temple Devasthan, Udupi	Sri Veeranarayana Swamy Temple	194570	16667
Halebeedu Hoysaleswara Temple	Sri Veeranarayana Swamy Temple	11971	925
Bidar	Sri Veeranarayana Swamy Temple	692595	48992
Bangalore Palace	Sri Veeranarayana Swamy Temple	223938	14399
Sri Veeranarayana Swamy Temple	Beluru Sri Chennakeshava Temple	28154	2171
Sri Veeranarayana Swamy Temple	Chitradurga Fort	146917	11308
Bijapur	Sri Veeranarayana Swamy Temple	470773	31907
Badami	Sri Veeranarayana Swamy Temple	360659	27815
Mysore Palace	Sri Veeranarayana Swamy Temple	165580	12887
Sri Veeranarayana Swamy Temple	Somnathpur	182278	13998
Sri Veeranarayana Swamy Temple	Pattadakal	390966	27963
Sri Veeranarayana Swamy Temple	Hampi	290236	20558
Sri Veeranarayana Swamy Temple	Bangalore Fort	232512	15275
Bellary Fort	Sri Veeranarayana Swamy Temple	275287	21343
Tipu Sultan's Summer Palace	Sri Veeranarayana Swamy Temple	232579	15253
BR Hills	Sri Veeranarayana Swamy Temple	248731	19339
Sri Veeranarayana Swamy Temple	Baba Budan Giri	62624	6942
Sri Veeranarayana Swamy Temple	Basavakalyan Fort	639712	47042
Sri Veeranarayana Swamy Temple	Horanadu Annapoorneshwari Temple	124413	11203
Kukke Subramanya Temple	Sri Veeranarayana Swamy Temple	121362	10226
Sri Veeranarayana Swamy Temple	Shivagange	186798	12046
Sri Veeranarayana Swamy Temple	Aihole	394212	27296
Gulbarga	Sri Veeranarayana Swamy Temple	573398	40873
Balmuri Falls	Sri Veeranarayana Swamy Temple	155623	12273
Sri Veeranarayana Swamy Temple	Triveni Sangama	1820192	115117
Sri Veeranarayana Swamy Temple	Sri Nimishambha Temple	153390	11611
Bheemeshwari	Sri Veeranarayana Swamy Temple	235594	15498
Shivanasamudra	Sri Veeranarayana Swamy Temple	254466	16316
Kumara Parvatha	Sri Veeranarayana Swamy Temple	122734	11044
Sri Gavi Gangadeshwara Temple	Kotilingeshwara Temple	100980	8879
Krishna Temple Devasthan, Udupi	Sri Gavi Gangadeshwara Temple	403910	29433
Halebeedu Hoysaleswara Temple	Sri Gavi Gangadeshwara Temple	219021	14217
Bidar	Sri Gavi Gangadeshwara Temple	692885	40776
Bangalore Palace	Sri Gavi Gangadeshwara Temple	8742	1775
Sri Gavi Gangadeshwara Temple	Beluru Sri Chennakeshava Temple	225701	14659
Chitradurga Fort	Sri Gavi Gangadeshwara Temple	205861	12891
Bijapur	Sri Gavi Gangadeshwara Temple	529802	33320
Badami	Sri Gavi Gangadeshwara Temple	454754	30011
Mysore Palace	Sri Gavi Gangadeshwara Temple	136246	11103
Sri Gavi Gangadeshwara Temple	Somnathpur	129341	10278
Pattadakal	Sri Gavi Gangadeshwara Temple	449995	29376
Sri Gavi Gangadeshwara Temple	Hampi	349266	21971
Sri Gavi Gangadeshwara Temple	Bangalore Fort	3058	703
Bellary Fort	Sri Gavi Gangadeshwara Temple	317239	20972
Tipu Sultan's Summer Palace	Sri Gavi Gangadeshwara Temple	2757	609
BR Hills	Sri Gavi Gangadeshwara Temple	169269	14551
Sri Gavi Gangadeshwara Temple	Baba Budan Giri	280819	20583
Basavakalyan Fort	Sri Gavi Gangadeshwara Temple	745838	43580
Sri Gavi Gangadeshwara Temple	Horanadu Annapoorneshwari Temple	321960	23690
Kukke Subramanya Temple	Sri Gavi Gangadeshwara Temple	285220	20054
Shivagange	Sri Gavi Gangadeshwara Temple	58302	5796
Sri Gavi Gangadeshwara Temple	Aihole	453241	28709
Gulbarga	Sri Gavi Gangadeshwara Temple	577369	41133
Balmuri Falls	Sri Gavi Gangadeshwara Temple	134594	11010
Triveni Sangama	Sri Gavi Gangadeshwara Temple	1741087	106403
Sri Gavi Gangadeshwara Temple	Sri Nimishambha Temple	121390	9621
Bheemeshwari	Sri Gavi Gangadeshwara Temple	13277	2600
Shivanasamudra	Sri Gavi Gangadeshwara Temple	128949	10497
Kumara Parvatha	Sri Gavi Gangadeshwara Temple	262539	19434
Krishna Temple Devasthan, Udupi	Kotilingeshwara Temple	492770	35733
Halebeedu Hoysaleswara Temple	Kotilingeshwara Temple	307880	20517
Bidar	Kotilingeshwara Temple	727305	43451
Bangalore Palace	Kotilingeshwara Temple	104417	8326
Kotilingeshwara Temple	Beluru Sri Chennakeshava Temple	314561	20959
Chitradurga Fort	Kotilingeshwara Temple	294721	19191
Bijapur	Kotilingeshwara Temple	618662	39620
Badami	Kotilingeshwara Temple	543613	36311
Mysore Palace	Kotilingeshwara Temple	234467	19249
Somnathpur	Kotilingeshwara Temple	227562	18423
Pattadakal	Kotilingeshwara Temple	538854	35676
Kotilingeshwara Temple	Hampi	438125	28271
Kotilingeshwara Temple	Bangalore Fort	97761	8648
Bellary Fort	Kotilingeshwara Temple	351659	23646
Tipu Sultan's Summer Palace	Kotilingeshwara Temple	98818	8760
BR Hills	Kotilingeshwara Temple	267490	22697
Kotilingeshwara Temple	Baba Budan Giri	369678	26883
Basavakalyan Fort	Kotilingeshwara Temple	780258	46254
Kotilingeshwara Temple	Horanadu Annapoorneshwari Temple	410820	29990
Kukke Subramanya Temple	Kotilingeshwara Temple	374079	26354
Shivagange	Kotilingeshwara Temple	147161	12096
Kotilingeshwara Temple	Aihole	542101	35009
Gulbarga	Kotilingeshwara Temple	611789	43808
Balmuri Falls	Kotilingeshwara Temple	232815	19155
Triveni Sangama	Kotilingeshwara Temple	1775507	109078
Kotilingeshwara Temple	Sri Nimishambha Temple	219611	17767
Bheemeshwari	Kotilingeshwara Temple	87859	6578
Shivanasamudra	Kotilingeshwara Temple	227170	18643
Kumara Parvatha	Kotilingeshwara Temple	351399	25734
Krishna Temple Devasthan, Udupi	Halebeedu Hoysaleswara Temple	195600	16183
Krishna Temple Devasthan, Udupi	Bidar	748797	54807
Krishna Temple Devasthan, Udupi	Bangalore Palace	397271	28650
Krishna Temple Devasthan, Udupi	Beluru Sri Chennakeshava Temple	178704	14956
Krishna Temple Devasthan, Udupi	Chitradurga Fort	253306	19805
Krishna Temple Devasthan, Udupi	Bijapur	496449	36134
Krishna Temple Devasthan, Udupi	Badami	404361	29645
Krishna Temple Devasthan, Udupi	Mysore Palace	307671	24598
Krishna Temple Devasthan, Udupi	Somnathpur	342370	27147
Krishna Temple Devasthan, Udupi	Pattadakal	425983	31313
Krishna Temple Devasthan, Udupi	Hampi	345055	28533
Krishna Temple Devasthan, Udupi	Bangalore Fort	405845	29526
Krishna Temple Devasthan, Udupi	Bellary Fort	395166	30582
Krishna Temple Devasthan, Udupi	Tipu Sultan's Summer Palace	405912	29504
Krishna Temple Devasthan, Udupi	BR Hills	395548	31663
Krishna Temple Devasthan, Udupi	Baba Budan Giri	198024	18732
Krishna Temple Devasthan, Udupi	Basavakalyan Fort	695915	52857
Krishna Temple Devasthan, Udupi	Horanadu Annapoorneshwari Temple	116200	9935
Krishna Temple Devasthan, Udupi	Kukke Subramanya Temple	155672	12103
Krishna Temple Devasthan, Udupi	Shivagange	360131	26297
Krishna Temple Devasthan, Udupi	Aihole	439153	32450
Krishna Temple Devasthan, Udupi	Gulbarga	629601	46688
Krishna Temple Devasthan, Udupi	Balmuri Falls	303824	23863
Krishna Temple Devasthan, Udupi	Triveni Sangama	1944133	125500
Krishna Temple Devasthan, Udupi	Sri Nimishambha Temple	315666	25114
Krishna Temple Devasthan, Udupi	Bheemeshwari	408927	29749
Krishna Temple Devasthan, Udupi	Shivanasamudra	384786	30228
Krishna Temple Devasthan, Udupi	Kumara Parvatha	202091	17774
Halebeedu Hoysaleswara Temple	Bidar	695857	49115
Halebeedu Hoysaleswara Temple	Bangalore Palace	211966	13474
Halebeedu Hoysaleswara Temple	Beluru Sri Chennakeshava Temple	17023	1420
Halebeedu Hoysaleswara Temple	Chitradurga Fort	150180	11431
Halebeedu Hoysaleswara Temple	Bijapur	474036	32030
Halebeedu Hoysaleswara Temple	Badami	363922	27938
Halebeedu Hoysaleswara Temple	Mysore Palace	153609	11961
Halebeedu Hoysaleswara Temple	Somnathpur	170307	13072
Halebeedu Hoysaleswara Temple	Pattadakal	394229	28086
Halebeedu Hoysaleswara Temple	Hampi	293499	20681
Halebeedu Hoysaleswara Temple	Bangalore Fort	220541	14350
Halebeedu Hoysaleswara Temple	Bellary Fort	278550	21466
Halebeedu Hoysaleswara Temple	Tipu Sultan's Summer Palace	220608	14328
Halebeedu Hoysaleswara Temple	BR Hills	236760	18414
Halebeedu Hoysaleswara Temple	Baba Budan Giri	68203	7205
Halebeedu Hoysaleswara Temple	Basavakalyan Fort	642975	47164
Halebeedu Hoysaleswara Temple	Horanadu Annapoorneshwari Temple	113282	10451
Halebeedu Hoysaleswara Temple	Kukke Subramanya Temple	110231	9475
Halebeedu Hoysaleswara Temple	Shivagange	174827	11121
Halebeedu Hoysaleswara Temple	Aihole	397475	27419
Halebeedu Hoysaleswara Temple	Gulbarga	576661	40995
Halebeedu Hoysaleswara Temple	Balmuri Falls	143652	11347
Halebeedu Hoysaleswara Temple	Triveni Sangama	1823455	115240
Halebeedu Hoysaleswara Temple	Sri Nimishambha Temple	141418	10686
Halebeedu Hoysaleswara Temple	Bheemeshwari	223623	14573
Halebeedu Hoysaleswara Temple	Shivanasamudra	242495	15391
Halebeedu Hoysaleswara Temple	Kumara Parvatha	116110	10282
Bangalore Palace	Bidar	673486	40212
Bidar	Beluru Sri Chennakeshava Temple	713685	51375
Bidar	Chitradurga Fort	546351	39140
Bijapur	Bidar	270394	19475
Bidar	Badami	360680	27084
Bidar	Mysore Palace	822042	51396
Bidar	Somnathpur	815136	50571
Bidar	Pattadakal	352229	26377
Bidar	Hampi	401058	32041
Bidar	Bangalore Fort	677742	41128
Bellary Fort	Bidar	466750	31770
Bidar	Tipu Sultan's Summer Palace	677459	41243
Bidar	BR Hills	855064	54844
Bidar	Baba Budan Giri	730744	53650
Bidar	Basavakalyan Fort	86910	6092
Bidar	Horanadu Annapoorneshwari Temple	738247	56622
Kukke Subramanya Temple	Bidar	940723	58171
Bidar	Shivagange	701819	42464
Bidar	Aihole	338799	25283
Bidar	Gulbarga	119228	8227
Balmuri Falls	Bidar	820390	51303
Bidar	Triveni Sangama	1140547	76823
Bidar	Sri Nimishambha Temple	807185	49914
Bidar	Bheemeshwari	679893	40828
Shivanasamudra	Bidar	814744	50790
Bidar	Kumara Parvatha	918043	57550
Bangalore Palace	Beluru Sri Chennakeshava Temple	218737	13931
Bangalore Palace	Chitradurga Fort	198897	12163
Bijapur	Bangalore Palace	522837	32593
Bangalore Palace	Badami	447789	29284
Bangalore Palace	Mysore Palace	144223	12151
Bangalore Palace	Somnathpur	137317	11326
Bangalore Palace	Pattadakal	443030	28649
Bangalore Palace	Hampi	342301	21243
Bangalore Palace	Bangalore Fort	7516	1551
Bellary Fort	Bangalore Palace	311671	19940
Bangalore Palace	Tipu Sultan's Summer Palace	7234	1666
Bangalore Palace	BR Hills	177245	15599
Bangalore Palace	Baba Budan Giri	273854	19855
Bangalore Palace	Basavakalyan Fort	740269	42548
Bangalore Palace	Horanadu Annapoorneshwari Temple	314996	22963
Kukke Subramanya Temple	Bangalore Palace	278255	19327
Bangalore Palace	Shivagange	51337	5069
Bangalore Palace	Aihole	446277	27981
Bangalore Palace	Gulbarga	571801	40102
Balmuri Falls	Bangalore Palace	142571	12058
Bangalore Palace	Triveni Sangama	1735519	105372
Bangalore Palace	Sri Nimishambha Temple	129366	10669
Bangalore Palace	Bheemeshwari	10096	1827
Shivanasamudra	Bangalore Palace	136925	11546
Bangalore Palace	Kumara Parvatha	255575	18706
Chitradurga Fort	Beluru Sri Chennakeshava Temple	166352	12662
Bijapur	Beluru Sri Chennakeshava Temple	490208	33261
Badami	Beluru Sri Chennakeshava Temple	380094	29169
Mysore Palace	Beluru Sri Chennakeshava Temple	160326	12360
Somnathpur	Beluru Sri Chennakeshava Temple	177023	13471
Pattadakal	Beluru Sri Chennakeshava Temple	410401	29317
Hampi	Beluru Sri Chennakeshava Temple	309671	21912
Bangalore Fort	Beluru Sri Chennakeshava Temple	227258	14749
Bellary Fort	Beluru Sri Chennakeshava Temple	294722	22697
Tipu Sultan's Summer Palace	Beluru Sri Chennakeshava Temple	227324	14727
BR Hills	Beluru Sri Chennakeshava Temple	243477	18813
Baba Budan Giri	Beluru Sri Chennakeshava Temple	58875	6579
Basavakalyan Fort	Beluru Sri Chennakeshava Temple	659147	48395
Horanadu Annapoorneshwari Temple	Beluru Sri Chennakeshava Temple	96375	9162
Kukke Subramanya Temple	Beluru Sri Chennakeshava Temple	93548	8192
Shivagange	Beluru Sri Chennakeshava Temple	181543	11520
Aihole	Beluru Sri Chennakeshava Temple	413647	28650
Gulbarga	Beluru Sri Chennakeshava Temple	592833	42226
Balmuri Falls	Beluru Sri Chennakeshava Temple	150368	11746
Triveni Sangama	Beluru Sri Chennakeshava Temple	1839627	116471
Sri Nimishambha Temple	Beluru Sri Chennakeshava Temple	148135	11085
Bheemeshwari	Beluru Sri Chennakeshava Temple	230340	14972
Shivanasamudra	Beluru Sri Chennakeshava Temple	249211	15790
Kumara Parvatha	Beluru Sri Chennakeshava Temple	94919	9010
Bijapur	Chitradurga Fort	324774	21454
Badami	Chitradurga Fort	249726	18145
Mysore Palace	Chitradurga Fort	281954	18088
Chitradurga Fort	Somnathpur	275048	17263
Pattadakal	Chitradurga Fort	244967	17510
Chitradurga Fort	Hampi	144237	10104
Chitradurga Fort	Bangalore Fort	207784	13485
Bellary Fort	Chitradurga Fort	142779	11632
Tipu Sultan's Summer Palace	Chitradurga Fort	207851	13464
BR Hills	Chitradurga Fort	314976	21536
Chitradurga Fort	Baba Budan Giri	183840	15128
Basavakalyan Fort	Chitradurga Fort	493713	36588
Chitradurga Fort	Horanadu Annapoorneshwari Temple	228928	18413
Kukke Subramanya Temple	Chitradurga Fort	259989	20908
Shivagange	Chitradurga Fort	160337	9659
Chitradurga Fort	Aihole	248213	16842
Gulbarga	Chitradurga Fort	427399	30419
Balmuri Falls	Chitradurga Fort	280301	17995
Triveni Sangama	Chitradurga Fort	1688138	106148
Chitradurga Fort	Sri Nimishambha Temple	267097	16606
Bheemeshwari	Chitradurga Fort	210866	13708
Shivanasamudra	Chitradurga Fort	274656	17482
Kumara Parvatha	Chitradurga Fort	261361	21726
Bijapur	Badami	120389	8583
Bijapur	Mysore Palace	604375	39153
Bijapur	Somnathpur	597469	38327
Bijapur	Pattadakal	132412	9172
Bijapur	Hampi	216332	15921
Bijapur	Bangalore Fort	530205	34550
Bijapur	Bellary Fort	264650	20645
Bijapur	Tipu Sultan's Summer Palace	530272	34528
Bijapur	BR Hills	637397	42601
Bijapur	Baba Budan Giri	510294	36771
Bijapur	Basavakalyan Fort	217608	17595
Bijapur	Horanadu Annapoorneshwari Temple	508375	39302
Bijapur	Kukke Subramanya Temple	586443	42551
Bijapur	Shivagange	482759	30723
Bijapur	Aihole	108077	8243
Bijapur	Gulbarga	151294	11426
Bijapur	Balmuri Falls	602723	39059
Bijapur	Triveni Sangama	1416957	95797
Bijapur	Sri Nimishambha Temple	589518	37671
Bijapur	Bheemeshwari	533288	34773
Bijapur	Shivanasamudra	597077	38547
Bijapur	Kumara Parvatha	587815	43369
Badami	Mysore Palace	526775	35594
Badami	Somnathpur	519869	34769
Badami	Pattadakal	21639	1783
Badami	Hampi	138732	12363
Badami	Bangalore Fort	452605	30992
Bellary Fort	Badami	187050	17087
Badami	Tipu Sultan's Summer Palace	452672	30970
Badami	BR Hills	559797	39042
Badami	Baba Budan Giri	381504	31274
Badami	Basavakalyan Fort	307679	25190
Badami	Horanadu Annapoorneshwari Temple	416248	32819
Kukke Subramanya Temple	Badami	463322	37339
Badami	Shivagange	405158	27165
Badami	Aihole	34810	2920
Badami	Gulbarga	241365	19021
Balmuri Falls	Badami	525123	35501
Badami	Triveni Sangama	1507028	103392
Badami	Sri Nimishambha Temple	511918	34112
Badami	Bheemeshwari	455687	31215
Shivanasamudra	Badami	519477	34989
Badami	Kumara Parvatha	464694	38157
Mysore Palace	Somnathpur	33036	2909
Mysore Palace	Pattadakal	526518	34293
Mysore Palace	Hampi	425788	26888
Mysore Palace	Bangalore Fort	138828	11352
Bellary Fort	Mysore Palace	389778	26978
Mysore Palace	Tipu Sultan's Summer Palace	138894	11330
Mysore Palace	BR Hills	86117	7371
Mysore Palace	Baba Budan Giri	216187	18270
Mysore Palace	Basavakalyan Fort	775264	53371
Mysore Palace	Horanadu Annapoorneshwari Temple	257329	21378
Kukke Subramanya Temple	Mysore Palace	169266	15562
Mysore Palace	Shivagange	145286	10372
Mysore Palace	Aihole	529764	33626
Mysore Palace	Gulbarga	708950	47202
Balmuri Falls	Mysore Palace	15785	2178
Mysore Palace	Triveni Sangama	1884823	116357
Mysore Palace	Sri Nimishambha Temple	18896	2157
Bheemeshwari	Mysore Palace	148929	12983
Shivanasamudra	Mysore Palace	75452	5990
Mysore Palace	Kumara Parvatha	138887	12067
Pattadakal	Somnathpur	518670	33538
Somnathpur	Hampi	417940	26133
Somnathpur	Bangalore Fort	130980	10597
Bellary Fort	Somnathpur	381930	26223
Tipu Sultan's Summer Palace	Somnathpur	131046	10575
BR Hills	Somnathpur	63439	5691
Somnathpur	Baba Budan Giri	231079	19332
Basavakalyan Fort	Somnathpur	767416	52616
Somnathpur	Horanadu Annapoorneshwari Temple	272221	22440
Kukke Subramanya Temple	Somnathpur	204416	18184
Shivagange	Somnathpur	136475	9666
Somnathpur	Aihole	521916	32871
Gulbarga	Somnathpur	701102	46447
Balmuri Falls	Somnathpur	47557	4288
Triveni Sangama	Somnathpur	1876974	115602
Somnathpur	Sri Nimishambha Temple	30936	2764
Bheemeshwari	Somnathpur	141081	12228
Shivanasamudra	Somnathpur	42871	3937
Kumara Parvatha	Somnathpur	174036	14689
Pattadakal	Hampi	135153	11707
Pattadakal	Bangalore Fort	449026	30335
Bellary Fort	Pattadakal	183471	16431
Tipu Sultan's Summer Palace	Pattadakal	449093	30314
BR Hills	Pattadakal	556218	38386
Pattadakal	Baba Budan Giri	387670	31727
Pattadakal	Basavakalyan Fort	299229	24433
Pattadakal	Horanadu Annapoorneshwari Temple	402146	33381
Kukke Subramanya Temple	Pattadakal	469489	37791
Pattadakal	Shivagange	401579	26509
Pattadakal	Aihole	13788	1279
Gulbarga	Pattadakal	232915	18264
Balmuri Falls	Pattadakal	521544	34845
Pattadakal	Triveni Sangama	1529646	102031
Pattadakal	Sri Nimishambha Temple	508339	33456
Bheemeshwari	Pattadakal	452108	30558
Shivanasamudra	Pattadakal	515898	34332
Kumara Parvatha	Pattadakal	470861	38610
Bangalore Fort	Hampi	347925	22949
Bellary Fort	Hampi	59920	6123
Tipu Sultan's Summer Palace	Hampi	347992	22927
BR Hills	Hampi	455117	31000
Baba Budan Giri	Hampi	328014	25170
Basavakalyan Fort	Hampi	367788	30406
Horanadu Annapoorneshwari Temple	Hampi	335517	28143
Kukke Subramanya Temple	Hampi	404163	30950
Shivagange	Hampi	300478	19122
Aihole	Hampi	138718	11125
Gulbarga	Hampi	281010	24212
Balmuri Falls	Hampi	420443	27458
Triveni Sangama	Hampi	1541142	102044
Sri Nimishambha Temple	Hampi	407238	26070
Bheemeshwari	Hampi	351007	23172
Shivanasamudra	Hampi	414797	26946
Kumara Parvatha	Hampi	405535	31768
Bellary Fort	Bangalore Fort	314337	20597
Tipu Sultan's Summer Palace	Bangalore Fort	1337	442
BR Hills	Bangalore Fort	170319	14419
Baba Budan Giri	Bangalore Fort	275171	20461
Basavakalyan Fort	Bangalore Fort	742936	43205
Horanadu Annapoorneshwari Temple	Bangalore Fort	316312	23568
Kukke Subramanya Temple	Bangalore Fort	279571	19933
Shivagange	Bangalore Fort	52653	5675
Aihole	Bangalore Fort	447593	28587
Gulbarga	Bangalore Fort	574467	40759
Balmuri Falls	Bangalore Fort	135644	10877
Triveni Sangama	Bangalore Fort	1738185	106029
Sri Nimishambha Temple	Bangalore Fort	122440	9488
Bheemeshwari	Bangalore Fort	10715	2172
Shivanasamudra	Bangalore Fort	129999	10365
Kumara Parvatha	Bangalore Fort	256891	19312
Bellary Fort	Tipu Sultan's Summer Palace	313326	20988
Bellary Fort	BR Hills	421161	30686
Bellary Fort	Baba Budan Giri	315852	25660
Bellary Fort	Basavakalyan Fort	395837	31441
Bellary Fort	Horanadu Annapoorneshwari Temple	363116	29560
Kukke Subramanya Temple	Bellary Fort	387994	30928
Bellary Fort	Shivagange	266522	18809
Bellary Fort	Aihole	186664	15867
Bellary Fort	Gulbarga	311325	25381
Bellary Fort	Balmuri Falls	386486	27145
Bellary Fort	Triveni Sangama	1527844	97234
Bellary Fort	Sri Nimishambha Temple	373282	25756
Bellary Fort	Bheemeshwari	315759	20572
Shivanasamudra	Bellary Fort	380841	26632
Bellary Fort	Kumara Parvatha	389366	31746
BR Hills	Tipu Sultan's Summer Palace	169741	14492
Tipu Sultan's Summer Palace	Baba Budan Giri	275212	20473
Tipu Sultan's Summer Palace	Basavakalyan Fort	744478	43368
Tipu Sultan's Summer Palace	Horanadu Annapoorneshwari Temple	316353	23580
Kukke Subramanya Temple	Tipu Sultan's Summer Palace	279613	19945
Tipu Sultan's Summer Palace	Shivagange	52695	5687
Tipu Sultan's Summer Palace	Aihole	447634	28599
Gulbarga	Tipu Sultan's Summer Palace	576009	40922
Balmuri Falls	Tipu Sultan's Summer Palace	135066	10950
Tipu Sultan's Summer Palace	Triveni Sangama	1739727	106192
Tipu Sultan's Summer Palace	Sri Nimishambha Temple	121862	9562
Bheemeshwari	Tipu Sultan's Summer Palace	11781	2483
Shivanasamudra	Tipu Sultan's Summer Palace	129421	10438
Kumara Parvatha	Tipu Sultan's Summer Palace	256932	19324
BR Hills	Baba Budan Giri	298443	24561
BR Hills	Basavakalyan Fort	805569	56680
BR Hills	Horanadu Annapoorneshwari Temple	339584	27668
Kukke Subramanya Temple	BR Hills	257590	22594
BR Hills	Shivagange	174629	13731
BR Hills	Aihole	560069	36935
Gulbarga	BR Hills	739255	50511
Balmuri Falls	BR Hills	100731	8698
BR Hills	Triveni Sangama	1915128	119666
BR Hills	Sri Nimishambha Temple	93628	8116
Bheemeshwari	BR Hills	179234	16292
Shivanasamudra	BR Hills	52663	5303
Kumara Parvatha	BR Hills	227210	19099
Basavakalyan Fort	Baba Budan Giri	676643	50603
Horanadu Annapoorneshwari Temple	Baba Budan Giri	123230	13038
Kukke Subramanya Temple	Baba Budan Giri	151964	14372
Shivagange	Baba Budan Giri	236484	17165
Aihole	Baba Budan Giri	431143	30858
Gulbarga	Baba Budan Giri	610329	44434
Balmuri Falls	Baba Budan Giri	205310	17391
Triveni Sangama	Baba Budan Giri	1860599	119084
Sri Nimishambha Temple	Baba Budan Giri	203076	16730
Bheemeshwari	Baba Budan Giri	285281	20617
Shivanasamudra	Baba Budan Giri	304153	21435
